orgsize,salary
1000 to 4999 employees,13932
1000 to 4999 employees,58563
2 to 9 employees,102000
20 to 99 employees,93701
10 to 19 employees,42000
20 to 99 employees,53322
100 to 499 employees,29860
20 to 99 employees,23040
100 to 499 employees,33060
2 to 9 employees,25524
1000 to 4999 employees,115000
500 to 999 employees,23040
10000 or more employees,350000
10000 or more employees,245000
20 to 99 employees,56538
1000 to 4999 employees,315000
100 to 499 employees,70000
10000 or more employees,140000
100 to 499 employees,80000
500 to 999 employees,127972
500 to 999 employees,135000
10 to 19 employees,139217
20 to 99 employees,156
100 to 499 employees,180000
20 to 99 employees,203000
10000 or more employees,90647
100 to 499 employees,275000
1000 to 4999 employees,250000
20 to 99 employees,93000
20 to 99 employees,162000
20 to 99 employees,100000
1000 to 4999 employees,90000
10 to 19 employees,55455
10000 or more employees,20940
2 to 9 employees,19620
10000 or more employees,63348
20 to 99 employees,79983
100 to 499 employees,48630
500 to 999 employees,9372
2 to 9 employees,84807
1000 to 4999 employees,77388
20 to 99 employees,53322
20 to 99 employees,44796
10 to 19 employees,74651
I don’t know,105000
10000 or more employees,65808
10000 or more employees,24924
20 to 99 employees,120000
Just me,320000
500 to 999 employees,17916
2 to 9 employees,97128
Just me,127972
20 to 99 employees,103419
10000 or more employees,113075
20 to 99 employees,55500
100 to 499 employees,210000
Just me,5856
2 to 9 employees,94644
2 to 9 employees,1805
20 to 99 employees,38388
100 to 499 employees,18056
10 to 19 employees,24000
10000 or more employees,120000
10000 or more employees,144485
100 to 499 employees,19346
10 to 19 employees,41297
100 to 499 employees,51536
10000 or more employees,150000
10 to 19 employees,180000
1000 to 4999 employees,150000
5000 to 9999 employees,70276
500 to 999 employees,54388
Just me,192000
20 to 99 employees,95979
100 to 499 employees,12948
1000 to 4999 employees,53322
1000 to 4999 employees,62820
1000 to 4999 employees,42124
Just me,70000
1000 to 4999 employees,163331
10 to 19 employees,90000
500 to 999 employees,125000
10000 or more employees,88000
100 to 499 employees,55455
10000 or more employees,119000
100 to 499 employees,40920
10 to 19 employees,53322
100 to 499 employees,40956
100 to 499 employees,120000
10 to 19 employees,4488
10000 or more employees,200000
2 to 9 employees,204000
20 to 99 employees,29088
20 to 99 employees,140000
20 to 99 employees,54192
100 to 499 employees,120000
20 to 99 employees,138637
10000 or more employees,97584
10 to 19 employees,117308
100 to 499 employees,58037
5000 to 9999 employees,249600
10000 or more employees,95263
2 to 9 employees,62467
100 to 499 employees,350000
1000 to 4999 employees,140489
100 to 499 employees,190000
20 to 99 employees,22928
100 to 499 employees,125544
20 to 99 employees,120000
20 to 99 employees,182400
20 to 99 employees,44790
20 to 99 employees,108000
100 to 499 employees,216300
5000 to 9999 employees,70358
20 to 99 employees,166225
20 to 99 employees,61402
20 to 99 employees,70000
500 to 999 employees,144000
100 to 499 employees,120000
10 to 19 employees,130000
100 to 499 employees,178000
100 to 499 employees,53825
I don’t know,59172
100 to 499 employees,36072
1000 to 4999 employees,39888
100 to 499 employees,148000
1000 to 4999 employees,94000
10000 or more employees,55195
5000 to 9999 employees,145000
20 to 99 employees,72518
100 to 499 employees,28374
20 to 99 employees,226444
1000 to 4999 employees,15805
1000 to 4999 employees,110000
100 to 499 employees,24924
20 to 99 employees,12897
10000 or more employees,160000
100 to 499 employees,100000
Just me,85315
1000 to 4999 employees,166000
10000 or more employees,74651
2 to 9 employees,29916
100 to 499 employees,156168
100 to 499 employees,159000
20 to 99 employees,25596
2 to 9 employees,117132
1000 to 4999 employees,85315
100 to 499 employees,46596
100 to 499 employees,15036
Just me,50952
20 to 99 employees,34248
100 to 499 employees,33852
100 to 499 employees,79983
100 to 499 employees,90000
10 to 19 employees,132000
1000 to 4999 employees,230000
10000 or more employees,6240
10 to 19 employees,55000
20 to 99 employees,126000
20 to 99 employees,53322
5000 to 9999 employees,31656
5000 to 9999 employees,43620
100 to 499 employees,18696
20 to 99 employees,35832
20 to 99 employees,74651
5000 to 9999 employees,56833
100 to 499 employees,150000
10000 or more employees,85000
100 to 499 employees,80000
1000 to 4999 employees,229000
100 to 499 employees,47712
2 to 9 employees,72518
5000 to 9999 employees,42657
100 to 499 employees,10000
20 to 99 employees,7476
10000 or more employees,400000
10000 or more employees,37392
20 to 99 employees,202000
100 to 499 employees,155000
10000 or more employees,175000
20 to 99 employees,130000
1000 to 4999 employees,81988
Just me,170630
100 to 499 employees,132000
10000 or more employees,78084
100 to 499 employees,12240
500 to 999 employees,42294
10000 or more employees,300000
1000 to 4999 employees,200000
500 to 999 employees,136000
2 to 9 employees,57000
500 to 999 employees,63984
10000 or more employees,13524
10000 or more employees,115000
10000 or more employees,8383
20 to 99 employees,78084
100 to 499 employees,15144
500 to 999 employees,105000
1000 to 4999 employees,27084
1000 to 4999 employees,150408
500 to 999 employees,66372
10 to 19 employees,240000
20 to 99 employees,8232
10000 or more employees,29916
5000 to 9999 employees,114300
10000 or more employees,47352
500 to 999 employees,85000
10000 or more employees,100000
20 to 99 employees,200000
1000 to 4999 employees,190000
20 to 99 employees,55000
20 to 99 employees,63448
10000 or more employees,199000
100 to 499 employees,21192
5000 to 9999 employees,200000
10 to 19 employees,157000
20 to 99 employees,20784
100 to 499 employees,45600
10 to 19 employees,4668
1000 to 4999 employees,190000
5000 to 9999 employees,75000
100 to 499 employees,140000
100 to 499 employees,127968
20 to 99 employees,86079
10 to 19 employees,180000
2 to 9 employees,130000
1000 to 4999 employees,19572
1000 to 4999 employees,154633
2 to 9 employees,144787
20 to 99 employees,42972
20 to 99 employees,51933
Just me,72594
2 to 9 employees,100000
10000 or more employees,80000
Just me,4620
20 to 99 employees,60000
20 to 99 employees,96000
1000 to 4999 employees,109318
20 to 99 employees,44796
100 to 499 employees,48168
100 to 499 employees,195000
20 to 99 employees,60000
1000 to 4999 employees,123888
20 to 99 employees,160000
500 to 999 employees,220000
Just me,240
20 to 99 employees,12468
I don’t know,130000
20 to 99 employees,121968
10 to 19 employees,104700
20 to 99 employees,48732
100 to 499 employees,70935
1000 to 4999 employees,39042
Just me,5700
10 to 19 employees,60000
100 to 499 employees,44790
5000 to 9999 employees,98112
20 to 99 employees,61853
20 to 99 employees,57588
20 to 99 employees,24312
2 to 9 employees,38388
10000 or more employees,104511
500 to 999 employees,57588
500 to 999 employees,3540
100 to 499 employees,137652
20 to 99 employees,43767
20 to 99 employees,60000
20 to 99 employees,60000
20 to 99 employees,120000
10000 or more employees,30948
5000 to 9999 employees,73140
5000 to 9999 employees,160000
100 to 499 employees,109000
20 to 99 employees,101509
20 to 99 employees,27756
2 to 9 employees,48240
10 to 19 employees,90000
10000 or more employees,93000
2 to 9 employees,120000
10 to 19 employees,55455
10 to 19 employees,31992
20 to 99 employees,36360
Just me,85315
5000 to 9999 employees,12072
20 to 99 employees,148360
1000 to 4999 employees,100000
10000 or more employees,80000
500 to 999 employees,130000
10 to 19 employees,84697
20 to 99 employees,168
Just me,63984
20 to 99 employees,77779
500 to 999 employees,55000
Just me,181294
5000 to 9999 employees,101312
1000 to 4999 employees,58272
10000 or more employees,89016
500 to 999 employees,7200
100 to 499 employees,100000
500 to 999 employees,270000
100 to 499 employees,24924
20 to 99 employees,74127
100 to 499 employees,63986
20 to 99 employees,120000
500 to 999 employees,9648
1000 to 4999 employees,14952
2 to 9 employees,41482
5000 to 9999 employees,139000
10 to 19 employees,19512
500 to 999 employees,66950
10 to 19 employees,119357
100 to 499 employees,37524
10000 or more employees,205000
Just me,10000
1000 to 4999 employees,193000
10000 or more employees,20636
10000 or more employees,15864
500 to 999 employees,66372
10000 or more employees,24000
20 to 99 employees,125000
20 to 99 employees,65000
20 to 99 employees,33060
2 to 9 employees,180000
2 to 9 employees,100440
20 to 99 employees,250000
100 to 499 employees,58654
20 to 99 employees,31992
20 to 99 employees,140000
5000 to 9999 employees,253000
20 to 99 employees,27852
20 to 99 employees,7476
10 to 19 employees,55000
10000 or more employees,15500
10000 or more employees,52464
100 to 499 employees,7980
1000 to 4999 employees,149464
100 to 499 employees,58872
20 to 99 employees,91416
100 to 499 employees,44796
20 to 99 employees,190000
20 to 99 employees,37692
100 to 499 employees,66119
20 to 99 employees,32666
10000 or more employees,155129
5000 to 9999 employees,79983
100 to 499 employees,93516
100 to 499 employees,65676
100 to 499 employees,143040
2 to 9 employees,40000
10000 or more employees,100000
20 to 99 employees,48900
100 to 499 employees,129233
10000 or more employees,19516
100 to 499 employees,97224
20 to 99 employees,170000
1000 to 4999 employees,40525
20 to 99 employees,15360
10000 or more employees,31993
500 to 999 employees,125000
100 to 499 employees,350000
10000 or more employees,88500
10 to 19 employees,90000
10 to 19 employees,160000
1000 to 4999 employees,38388
Just me,71000
Just me,51192
100 to 499 employees,23215
20 to 99 employees,159966
500 to 999 employees,10000
10000 or more employees,300000
20 to 99 employees,100000
100 to 499 employees,31176
20 to 99 employees,21756
1000 to 4999 employees,26661
Just me,6399
2 to 9 employees,61824
20 to 99 employees,76783
5000 to 9999 employees,74864
500 to 999 employees,28794
500 to 999 employees,93000
100 to 499 employees,12420
20 to 99 employees,30000
1000 to 4999 employees,47990
1000 to 4999 employees,12708
100 to 499 employees,104000
100 to 499 employees,250000
10000 or more employees,105000
1000 to 4999 employees,135000
100 to 499 employees,14544
1000 to 4999 employees,80000
100 to 499 employees,55500
20 to 99 employees,72000
2 to 9 employees,1464
100 to 499 employees,70385
10 to 19 employees,11052
20 to 99 employees,5685
20 to 99 employees,156168
1000 to 4999 employees,145000
10 to 19 employees,130000
10000 or more employees,142000
1000 to 4999 employees,105000
10 to 19 employees,24924
1000 to 4999 employees,18696
100 to 499 employees,100000
10 to 19 employees,60588
2 to 9 employees,133300
2 to 9 employees,230000
20 to 99 employees,13716
20 to 99 employees,77200
Just me,314098
100 to 499 employees,250000
2 to 9 employees,16300
1000 to 4999 employees,101509
20 to 99 employees,87500
500 to 999 employees,153700
2 to 9 employees,85000
500 to 999 employees,105000
I don’t know,9228
100 to 499 employees,200000
10000 or more employees,124000
100 to 499 employees,39264
1000 to 4999 employees,135000
10000 or more employees,26172
500 to 999 employees,46250
1000 to 4999 employees,172000
100 to 499 employees,100000
5000 to 9999 employees,74808
5000 to 9999 employees,180000
100 to 499 employees,49860
10000 or more employees,100000
100 to 499 employees,170000
100 to 499 employees,9576
10000 or more employees,160000
100 to 499 employees,160000
5000 to 9999 employees,89204
2 to 9 employees,42450
10 to 19 employees,85893
20 to 99 employees,50755
20 to 99 employees,67186
100 to 499 employees,46
5000 to 9999 employees,175962
20 to 99 employees,50256
500 to 999 employees,65000
100 to 499 employees,11731
20 to 99 employees,33480
10000 or more employees,350000
Just me,106644
10 to 19 employees,194621
100 to 499 employees,62467
500 to 999 employees,115000
100 to 499 employees,190000
10000 or more employees,270000
100 to 499 employees,134220
100 to 499 employees,36144
500 to 999 employees,100000
20 to 99 employees,40608
10000 or more employees,400000
1000 to 4999 employees,175000
20 to 99 employees,80000
20 to 99 employees,84456
2 to 9 employees,63986
20 to 99 employees,44400
100 to 499 employees,16152
10000 or more employees,75384
1000 to 4999 employees,66372
20 to 99 employees,89580
1000 to 4999 employees,172522
20 to 99 employees,170000
20 to 99 employees,85315
1000 to 4999 employees,14543
Just me,122640
500 to 999 employees,120000
5000 to 9999 employees,105000
Just me,130000
500 to 999 employees,260000
20 to 99 employees,36600
2 to 9 employees,5784
100 to 499 employees,117700
100 to 499 employees,165000
100 to 499 employees,41591
10000 or more employees,148000
500 to 999 employees,36000
5000 to 9999 employees,129850
Just me,22692
10 to 19 employees,19944
100 to 499 employees,56538
20 to 99 employees,106644
100 to 499 employees,50108
500 to 999 employees,12544
5000 to 9999 employees,135000
2 to 9 employees,76000
10 to 19 employees,72000
1000 to 4999 employees,170000
2 to 9 employees,3612
20 to 99 employees,104000
10000 or more employees,271381
10000 or more employees,140551
20 to 99 employees,177729
1000 to 4999 employees,200000
20 to 99 employees,40308
100 to 499 employees,200000
10000 or more employees,296720
10000 or more employees,176928
500 to 999 employees,62387
Just me,50256
10000 or more employees,110000
100 to 499 employees,130000
20 to 99 employees,44796
10000 or more employees,36596
10 to 19 employees,62467
20 to 99 employees,175104
1000 to 4999 employees,21684
10000 or more employees,200000
500 to 999 employees,163977
100 to 499 employees,180000
Just me,8040
20 to 99 employees,45300
10000 or more employees,4212
20 to 99 employees,13584
2 to 9 employees,88464
20 to 99 employees,79983
100 to 499 employees,211000
10000 or more employees,54025
10000 or more employees,45230
500 to 999 employees,92700
5000 to 9999 employees,77085
10000 or more employees,125000
100 to 499 employees,200000
5000 to 9999 employees,70380
100 to 499 employees,200000
20 to 99 employees,160000
100 to 499 employees,83093
20 to 99 employees,9636
10 to 19 employees,142113
1000 to 4999 employees,165000
10000 or more employees,313000
5000 to 9999 employees,69480
100 to 499 employees,76387
10 to 19 employees,39648
20 to 99 employees,60000
500 to 999 employees,70276
2 to 9 employees,60000
10000 or more employees,155000
